Obj Type,Object Name,Object description,Long Description,CMOD FM/ WF Template Name,Description,Process area,Level 1 Process,Module,Sub Process,Theme
PROG,ZLOAD_MRPCOMBINED,ZLOAD_MRPCOMBINED - Load MRP Views and MRP Areas,& ZLOAD_MRPCOMBINED & &---------------------------------------------------------------------,,,R2R,Vendor Invoicing & AP,MM,Inventory Accounting ,Inventory report
PROG,ZFAP_UNCASHED_CHECK,UNCASHED CHECK,: GENERATE REMINDER NOTIFICATION PROGRAM TO VENDORS FOR CHECKS NOT CASHED OVER SIX MONTHS FROM THE DATE OF ISSUE ----------------------------------------------------------------------,,,R2R,Vendor Invoicing & AP,AP,Payable & Outgoing Payments,Supplier Invoicing and Payments
PROG,ZFGLD_GL_BAL_CONVERSION,,PURPOSE: THIS PROGRAM IS USED FOR MIGRATING GL BALANCES FOR PREVIOUS FISCAL YEAR,,,R2R,General Accounting Consolidation & Reporting,FI,General Accounting,FI Data Load
PROG,ZFAR_I_INVOICE_BALANCE_C,Interface to send Invoice balance to Third Party System BPA,& ZFAR_I_INVOICE_BALANCE & &--------------------------------------------------------------------- TITLE : INTERFACE TO SEND INVOICE BALANCE INFORMATION,,,R2R,Customer Invoicing & AR (MBIL),AR,Reporting ,Accounts Receivable
PROG,Z_IF755_CTRLREP_REMEDIATION,Control Report for Interface 755,& : CAPITAL ACCOUNTING ALSO REQUIRES A CONTROL REPORT TO DETERMINE WHAT INFORMATION SHOULD HAVE BEEN SENT TO SAP FROM INTERFACE 755. THIS REPORT WILL BE USED FOR AUDIT S ----------------------------------------------------------------------,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,"Power Plan Integration related to Serial Number 418, IS 755 is a disabled Interface"
PROG,ZFCOD_LOAD_ACTIVITY_PRICES,,"PURPOSE: THIS PROGRAM UPDATES PRICES FOR COST CENTER AND ACTIVITY TYPE COMBINATIONS. INITIALLY THE PROGRAM WAS DESIGNED TO CREATE PARALLEL SESSIONS BASED ON THE NUMBER OF AVAILA- -BLE WORK PROCESSES. BUT APPARANTLY THE ACTIVITY ALLOC- -ATION PROGRAM CANNOT BE RUN IN PARALLEL OR IN OTHER WORDS, WE WILL RUN INTO LOCK ISSUES, IF WE TRY TO UPDA- -TE THE DIFFERENT ACTIVITIES FOR THE SAME COST OBJECT (IN OUR CASE COST CENTER). THERE ARE NUMEROUS OSS NOTES EXPLAINING THE LOCKS FOR THE ACTIVITY/COST CENTER COMBO ISSUE 79634, 644364, 940407 TO NAME A FEW. BECAUSE OF THIS WE JUST DIVIDE THE DATA INTO SMALLER PACKETS AND PROCESS IT (TO AVOID MEMORY ISSUES).",,,R2R,Management Cost Accounting,CO ,Cost Accounting & Control,Cost Center Accounting
PROG,ZRFCHKE00,Check Extract Creation,"IN RFCHKN10, COMPANY CODE IS NOW A SELECT OPTION",,,R2R,Vendor Invoicing & AP,AP,Vendor Maintenance,Supplier Invoicing and Payments
PROG,ZFARR_MISC_BILLING_JE_REPORT,Misc Billing Journal Entry Report,: THIS REPORT WILL PROVIDE THE INFORMATION NEEDED FOR THE MISC BILLING DEPARTMENT TO MAKE THE CORRECTING JOURNAL ENTRIES FOR THE DAMAGE CLAIM PROCESS AS WELL AS THE PARTIALLY BILLABLE/PARTIALLY EXPENSE PROCESS. -----------------------------------------------------------------,,,R2R,Customer Invoicing & AR (MBIL),AR,Reporting ,Billing
PROG,ZFAP_RFFOUS_C,International Payment Medium - Check (with check management),HEADER ----------------------------------------------------------------------,,,R2R,Vendor Invoicing & AP,AP,Payable & Outgoing Payments,Supplier Invoicing and Payments
PROG,ZMSD_SDOC_PRINT01,Sales: Adobe Print Program,& ZMSD_SDOC_PRINT01 &--------------------------------------------------------------------- & PRINT PROGRAM FOR SALES DOCUMENTS &--------------------------------------------------------------------- ----------------------------------------------------------------------,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
PROG,ZFAPRFFOEDI1,International Payment Medium - Payment Orders by EDI,HEADER ----------------------------------------------------------------------,,,R2R,Vendor Invoicing & AP,AP,Payable & Outgoing Payments,Supplier Invoicing and Payments
PROG,ZRFEBCK00,Cashed Checks,"SHORT DESCRIPTION OF THE PROGRAM:THIS DISPLAYS AN CLASSIC ALV AND HEIRARCHY ALV'S APPENDED TO IT AND FINALLY ANOTHER CLASSICAL ALV FOR DISPLAYING THE STATISTICS. FM'S USED 'REUSE_ALV_LIST_DISPLAY', CLASSIC ALV 'REUSE_ALV_HIERSEQ_LIST_DISPLAY' HEIRARCHY ALV STRCUTURES CREATED: FAGL_S_RFEBCK00_LIST1, ""FILE DETAILS FAGL_S_RFEBCK00_LIST2, ""CHECK HEADER FAGL_S_RFEBCK00_LIST2_DETAIL ""CHECK DETAIL FAGL_S_RFEBCK00_STATS ""STATISTICS FAGL_S_RFEBCK00_POST ""POSTING HEADER FAGL_S_RFEBCK00_POSTDET ""POSTING DETAIL FAGL_S_RFEBCK00_HR ""HR CHECKS POSTING  MODIFICATION HISTORY  DESCRIPTION : CLONE CHANGES FOR UPGRADE TRANSPORT : ED3K913172 DATE : 07/07/2016 CHANGED BY : FVTWC   DESCRIPTION : HANATIZATION CHANGES(ORDER BY PRIMARY KEY ADDED IN SELECT STATEMENT) TRANSPORT : ED3K915615 DATE : 03/04/2017 CHANGED BY : T0A2F   DESCRIPTION : HANATIZATION CHANGES (SELECT SINGLE IS POSSIBLY NOT UNIQUE) TRANSPORT : ED3K915615 DATE : 04/04/2017 CHANGED BY : J00VZ   DESCRIPTION : CLONE CHANGES TRANSPORT : ED3K915615 DATE : 06/04/2017 CHANGED BY : F7UCG   MOD# DATE RACF# DETAILS 005 11/27/2018 XG0DQ IM# IM02200326 CHARM# 6000006402 TR# ED3K923816 DESC: IF732CHECK ENCASH MAIL NOTIFICATION ",,,R2R,Vendor Invoicing & AP,AP,Payable & Outgoing Payments,Bank 
PROG,ZFGL_PAYROLL_ACCRUAL_POSTING,Payroll accrual posting,: THIS PROGRAM IS TO READ CATS (CROSS APPLICATION TIME SHEET) DATA AND CREATE DATA FOR ACCRUAL POSTING -----------------------------------------------------------------,,,R2R,General Accounting Consolidation & Reporting,GL,General Accounting,Payroll
PROG,ZPAYMETRC_BU_ACCRUAL_AGGREGATE,Aggregated Accrual of Unposted Transactions (multiple expense lines),& : XPONENTIAL ACCRUAL PROGRAM &---------------------------------------------------------------------,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,XiBuy
PROG,ZFSDR_DISPLAY_FILE_DATA,Display Index File data,: DISPLAY INDEX FILE DATA ----------------------------------------------------------------------,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Indexes & Escalations
PROG,ZR2R_CREATE_APP_REQ,Create Appropriation Request,& REPORT ZR2R_CREATE_APP_REQ &,,,R2R,Fixed Asset & Project Accounting,IM,Project Accounting for Environmental Remediation,Appopriation request
PROG,ZFSDR_ESCALATION_RATE,Escalation Rates Maintainence Main Screen,": THE MAIN SCREEN WILL HAVE A BUTTON THAT TAKES THE USERS TO ONE OF THE THREE AREAS OF THE WORKBENCH (MAINTAIN INDEXES, MAINTAIN ESCALATION RATES AND MAINTAIN RECURRING AGREEMENTS) ----------------------------------------------------------------------",,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
PROG,ZFGL_CONTROL_REPORT,Generic Control Total Report,: THIS PROGRAM IS USED TO GEERATE THE GENERIC GENERAL REPORT -----------------------------------------------------------------,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Power Plan 
PROG,ZFARI_RPMS_AR_PAYMENT_DATA,RPMS AR PAYMENT DATA TO SAP,ZFARI_RPMS_AR_PAYMENT_DATA R2R - RPMS - AR PAYMENT DATA -FROMSAP PROVIDE RPMS WITH A FILE TO DELIVER PAYROLL DATA ----------------------------------------------------------------------,,,R2R,Customer Invoicing & AR (MBIL),AR,Accounts Receivable & Incoming Payments,RPMS Integration
PROG,ZAR2RR_DUPLICATE_INVOICE_MR8M,Mass Reverse Duplicate Invoice,& ZAR2RR_DUPLICATE_INVOICE_MR8M CREATION DATE: 02/01/2012 DESCRIPTION: THIS PROGRAM WILL MASS REVERSE INVOICE DOCUMENTS TRANSACTION: N/A OUTPUT: NONE ---------------------------------------------------------------------------------------------------,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
PROG,ZFAPR_DUPLICATE_INV_REPORT,Duplicate Invoice Report,"& : THIS PROGRAM WILL DO A COMPARISON BETWEEN DOCUMENTS OF THE & SPECIFIC FIELDS. WHEN THESE FIELDS ARE EQUAL, & THE DOCUMENT NEEDS TO BE FLAGGED AS & POTENTIAL DUPLICATE AND BE INCLUDED IN THE REPORT. &---------------------------------------------------------------------",,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
PROG,ZR2R_PAYMENT_ADVICE_REPORT,Upload Remittance Details in the Payment advice,& ZR2R_PAYMENT_ADVICE_ & &--------------------------------------------------------------------- MASS UPLOAD OF ADVANCE PAYMENT USED BDC CALL TRANSACTION METHOD TO UPLOAD FBE2 ADVANCE PAYMENT ENTRY ----------------------------------------------------------------------,,,R2R,Vendor Invoicing & AP,AP,Payable & Outgoing Payments,Supplier Invoicing and Payments
PROG,ZFAP_RFBIKR10,Transfer Vendor Master Data from Source Company Code: Send,"DER RFBIKR10 SUCHT GEMÄSS DER SELEKTION DIE ZU EXTRAHIERENDEN QUELLDATEN AUS DEM KREDITORENSTAMM UND SCHREIBT SIE IM BATCH-INPUT VORFORMAT IN DIE INTERNE TABELLE FILE1. 1) DATEN DIREKT ÜBERTRAGEN: DIE DATEN VON FILE1 WERDEN IN DAS GLOBALE MEMORY GESCHRIEBEN UND DER RFBIKR20 AUFGERUFEN. DIESER ÜBERTRÄGT DIE DATEN IN DIE SELEKTIERTEN BUCHUNGSKREISE. 2) DATEN AUF SEQUENTIELLE DATEI SCHREIBEN DIE DATEN VON FILE1 WERDEN IN DIE SEQUENTIELLE DATEI DS_NAME GESCHRIEBEN. RUFT DER ANWENDER NUN RFBIKR20 AUF UND GIBT DS_NAME EIN, KANN ER DIE DATEN IN VERSCHIEDENE ANDERE BUCHUNGSKREISE ÜBERTRAGEN. HINWEIS: HIERMIT BESTEHT DIE MÖGLICHKEIT, DATEN AUCH IN EXTERNE BUCHUNGSKREISE ZU ÜBERTRAGEN. BEI DIESEM VERFAHREN WERDEN AUCH DIE ALLGEMEINEN DATEN MITÜBERTRAGEN. IN EXTERNE BUCHUNGSKREISE KÖNNEN ALLERDINGS NUR KREDITOREN ÜBERTRAGEN WERDEN, DEREN KONTENGRUPPE MIT EXTERNER NUMMERNVERGABE ARBEITET. ---------------------------------------------------------------------- TITLE TRANSFER VENDOR MASTER DATA FROM SOURCE COMPANY CODE: SEND ---------------------------------------------------------------------- ---------------------------------------------------------------------- PROGRAM DESCRIPTION: -------------------------------------------------------------------- CHANGE HISTORY OF ALV DEVELOPMENT 07/05/2004 : RETROFIT PROGRAM DESCRIPTION: IF CREATE LOG IS CHEKED IN THE SELECTION SCREEN,LOGS WILL BE DISPLAYED AS PER THE SELECTION. FUNCTION MODULES USED ARE REUSE_ALV_LIST_DISPLAY ""TO DISPLAY LIST REUSE_ALV_FIELDCATALOG_MERGE "" TO GET FIELD CATALOG REUSE_ALV_EVENTS_GET ""TO GET POSSIBLE TABLE OF EVENTS BAL_LOG_CREATE ""TO CREATE APPLICATION LOG BAL_LOG_MSG_ADD ""TO ADD MESSAGES TO THE APPLICATION LOG BAL_DSP_LOG_DISPLAY ""TO DISPLAY APPLICATION LOG BAL_DSP_LOG_PRINT "" TO DISPLAY APPLICATION LOG IN BATCH MODE --------------------------------------------------------------------- ---------------------------------------------------- DESCRIPTION : CLONE CHANGES FOR UPGRADE TRANSPORT : ED3K913172 DATE : 12/07/2016 CHANGED BY : GJHRA ---------------------------------------------------- ---------------------------------------------------- DESCRIPTION : ACTUAL PARAMETER CHANGE TRANSPORT : ED3K915615 DATE : 30/03/2017 CHANGED BY : J00VZ ---------------------------------------------------- ---------------------------------------------------- DESCRIPTION : CLONE CHANGES FOR UPGRADE TRANSPORT : ED3K915659 DATE : 05/04/2017 CHANGED BY : F7UCG ---------------------------------------------------- ------ STANDARD-RAHMENTEXTE FÜR SELEKTIONSBILD ------------------------ BEGIN OF CLONE CHANGES BY GJHRA TR#ED3K913172 12/07/2016 INCLUDE ZFAP_RFDBRMAC. ""NOT DELETED , BUT CLONE AS IT IS SAME AS STANDARD",,,R2R,Vendor Invoicing & AP,AP,Vendor Maintenance,Supplier Invoicing and Payments
PROG,ZFAR_RPMS_AR_AGREEMENTDETAILS,Program to send AR agreement details to RPMS,& ZFAR_RPMS_AR_AGREEMENTDETAILS & THIS PROGRAM WILL SEND AGREEMENT DETAILS TO RPMS ------------------------------------------------------------------------,,,R2R,Customer Invoicing & AR (MBIL),AR,Accounts Receivable & Incoming Payments,RPMS Integration
PROG,ZFAP_EDI_REPORT,DIESEL FUEL TAXES PAID ON EDI INVOICES,: THIS PROGRAM IS TO IDENTIFY DIESEL FUEL TAXES PAID VIA EDI INVOICES BASED ON SAC CODES. THIS REPORT WILL HELP TO IDENTIFY THE SPECIFIC DIESEL FUEL TAXES PAID AT THE MONTH END TO THE VENDOR. -----------------------------------------------------------------,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Diesel Fuel Purchase
PROG,ZRSVTPROT,Evaluation of change logs,"& RSVTPROT & &--------------------------------------------------------------------- & AUSWERTUNG DER PROTOKOLLDATENBANK &--------------------------------------------------------------------- KORREKTUREN: UF200398 FORM CHECK_JOIN, VIEW_GET_DIC: NUR IN DER STÜCKLISTE VORKOMMENDE TABELLEN WERDEN ZUR ÜBER- PRÜFUNG DER JOINBEDINGUNG HERANGEZOGEN. VERWORFENE GEHEN AUF JEDEN FALL NACH LOG_KROEPFCHEN. UF230398 F4-HILFE SOWOHL BZGL. TABELLEN ALS AUCH BZGL. CUSTOMIZING- OBJEKTEN. UF2303982 LOG. TRANSPORTOBJEKTE: EVTL. VORHANDENE MARKIEREINTRÄGE IGNORIEREN. UF2303983 TABELLENAUSWERTUNG: POOL- UND CLUSTERTABELLEN UNTERSTÜTZEN. UF010498 VERZWEIGUNGSLISTE ""TECHN. INFORMATION"": ÜBERSCHRIFT FÜR PER USER-EXIT GEPFLEGTE TABELLEN NUR, WENN WELCHE DA SIND. UF0104982 STATUSABFRAGE AUCH AUS LISTE. UF080498: ÄNDERUNGEN IN DEN TABELLENSTRUKTUREN UNTER VERWENDUNG DES FB DD_NAMTAB_HIST ABGEFANGEN. NEUE FORM-ROUTINEN: TABLE_GET_DIC, LOGS_MODERNISE, TAB_FIELD_MODERNISE UF200498 FORM LOGS_GET_WITHOUT_MARKS: FEHLER BEI INDEXERSTELLUNG FÜR DB_LOGS BESEITIGT. UF290498 FORM TAB_TEXTAB_MAKE: FALSCHES KOPIEREN AUF SORTIERTE TABELLE UF040598 FORM LOGS_GET_WITHOUT_MARKS: STÜCKLISTE GEMERKT (PERFORMANCE) UF070598 DECKBLATT ANS ENDE GERÜCKT (FORM FIRST_PAGE_MAKE) KEINE KOPFINFORMATIONEN FÜR EINZELNE OBJEKTE MEHR AUSGEBEN, FALLS KEINERLEI PROTOKOLLDATEN GEFUNDEN WURDEN. STATUSANZEIGE INNERHALB AT SELECTION SCREEN UF120598 VERGLEICH DER SELEKTIONSTABELLEN AUS DEM MEMORY UND AUS DEM SELEKTIONSBILD: AUCH BZGL. LÄNGE UF280598 TEXT OBJEKTBESCHREIBUNG FÜR TYP S BEI STATUSABFRAGE FINDEN UF020698 FORM LOGS_GET_WITHOUT_MARKS: MEHRFACHE VERWENDUNG VON PROTO- KOLLEN UNTERBUNDEN. BESORGT JETZT BEI CUST.-OBJEKTEN OHNE MARKIEREINTRÄGEN RICHTIGE LAUFZEITINFO ZUM VERGLEICH. UF030698 VERGLEICHSDATENSÄTZE NUR DANN VON DER DB LESEN, WENN SIE WIRKLICH BENÖTIGT WERDEN. UF160698 FEHLER IM AUFRUF DES FB CONVERT_FIELD_TO_HOST BESEITIGT. UF220698 PROBLEM: EINZELNE TEXTTABELLENÄNDERUNGEN WRUDEN IGNORIERT. UF160798 X030L-KEYLEN BERÜCKSICHTIGT ALS OFFSET FÜR FUNKTIONSFELDER KEINE AUSRICHTUNG --> WIRD IN REVISE_TABLE_STRUC DURCH OFFSET DES 1. FUNKTIONSFELDES ERSETZT. UF270798 READLOG_VGL NICHT MEHR IN FORM VGL_DATA_FIND ZURÜCKGESETZT. INTERNE MELDUNG NR. 1566591/1998 UF250898 VERGLEICHSDATENSÄTZE WERDEN NUR DANN GEBAUT, WENN SIE AUS EINEM ZEITRAUM SPÄTER ALS DAS AUSGEWÄHLTE INTERVALL STAMMEN. -->MARKIERTE ZEILEN VERSCHOBEN. UF260898 KONVERTIERUNG IN MASCHINENABHÄNGIGE SCHREIBWEISE (FORM GET_TABLE_FIELD): KONVERTIERUNG DES FELDSYMBOLS KONVERTIERT AUCH DB_LOGS-LOGDATA => DOPPELTE KONVERTIERUNG BEI VERWENDUNG ALS VERGLEICHS-DATENSATZ. UF180998 GET_TABLE_FIELD: BEI TEXTTABELLENFELDERN OFFSET EXTRA BERECHNEN UF250899 AUSWAHL VON INTERVALLEN FÜR TABELLENNAMEN IM EINSTIEGSBILD AUSSCHLIEßEN (KUNDENMELDUNG 62962/1999) UF031199 KONVERTIERUNG INTERNE --> EXTERNE SCHREIBWEISE ÜBER FUNKTIONSBAUSTEIN VIEW_CONVERSION_OUTPUT (FORM FIELDS_WRITE) KUNDENMELDUNGEN 384716/1999 UND 150260/1999 UF041199 PRÜFUNG DER VIEW-JOINBEDINGUNGEN: NEGATIVER AUSGANG TEILW. FEHLERHAFT. OFFSET DER TABELLEN-FUNKTIONSFELDER ZU EINEM VIEW AUS TABELLEN-NAMETABINFO STATT AUS VIEW-NAMETAB. KRITERIEN FÜR AUSGABE DES ÄNDERUNGSDATUMS IM LISTENKOPF KORRIGIERT. UF241199 FORM TRANSLATIONS_MAKE: ABBRUCH, WENN SPRACHSCHLÜSSEL ERSTES SCHLÜSSELFELD DER TEXTTABELLE IST. UC UNICODE-UMSTELLUNG UF37894/2001 FORM TRANSLATIONS_MAKE: ABBRUCH, WENN TEXTFELD IN VIEW ANDERS HEIßT ALS IN TEXTTABELLE. UNERWÜNSCHTER ZEILENVORSCHUB, WENN AUSGABELÄNGE DER ENTITÄTENFELDER UND AUSGABELÄNGE DES SCHLÜSSELS MAXIMAL. UF133143/2001 KEIN VIEW-EINTRAG INNERHALB EINES VIEWCLUSTERS GEFUNDEN: KEINE KOPFZEILE FÜR NICHT VORHANDENE PROTOKOLLE. UF119440/2002 CODEPAGE-KONVERTIERUNG EINGEBAUT (HW ) &---------------------------------------------------------------------",,,R2R,Misc,Basis,#N/A,Custom User access
PROG,ZFAP_RFBUEB00,Document List,USER ACTIONS TO BE HANDLED BY THIS,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Supplier Invoicing and Payments
PROG,Z_VENDOR_CONTACTS_RECORDING,Vendor contacts recording,": THIS PROGRAM LOADS CONTACT PERSONS FOR VENDORS THROUGH A RECORDING OF THE MAP1 TRANSACTION. ----------------------------------------------------------------- TECHNICAL CONSULTANT: PEDRO ACEVEDO DATE: 07 JANUARY 2011 ----------------------------------------------------------------- REVISION HISTORY: ------------ ------ -------------------------------------------- DATE/VERSION USER COMMENTS ------------ ------ -------------------------------------------- 07 JAN 2011 QBFPD 1. INITIAL PROGRAM. 24 FEB 2011 QBFPD 1. ADJUST NOTES FIELD TO BE OF TYPE STRING SO WE ACTUALLY HAVE THE ENTIRE NOTES CONTENT TO CREATE THE LONG TEXT, AND NOT JUST THE TRUNCATED VERSION THAT WE PUT IN PARAU. 01 MAR 2011 QBFPD 1. WE WILL NOT CREATE ANY LONG TEXTS HERE; THAT WILL BE DONE WITH Z_VENDOR_TEXTS. ----------------------------------------------------------------- TODO: MERGE DUPLICATE CONTACTS' INFORMATION INTO A SINGLE CONTACT TODO: TEST RUN/ROLLBACK WORK OPTION; CHECK CHRISTIAN'S PROGRAM",,,R2R,Vendor Invoicing & AP,AP,Vendor Maintenance,Vendor Master
PROG,ZR2R_MBIL_SALES_ORDERS_TEXT,,PURPOSE: THIS PROGRAM UPLOADS THE TEXT FOR SALE ORDERS,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
PROG,ZFAP_UPLOAD_VENDOR_FORM,Upload vendor maintenance form,: THIS PROGRAM IS TO UPLOAD THE VENDOR MAINTENANCE FORM TO CREATE/CHANGE/DELETE THE VENDOR -----------------------------------------------------------------,,,R2R,Vendor Invoicing & AP,AP,Vendor Maintenance,Supplier Invoicing and Payments
PROG,ZSD_INVOICE_PMC,Invoice printing for PMC,& ZSD_INVOICE_PMC &--------------------------------------------------------------------- & &---------------------------------------------------------------------,,,R2R,Customer Invoicing & AR (MBIL),AR,Customer invoicing ,Billing
PROG,ZSD_INVOICE_PRINT01,Billing Documents: Adobe Print Program,: THIS PROGRAM IS A CUSTOM PROGRAM COPIED FROM SD_INVOICE_PRINT01 FOR A CUSTOMIZED INVOICE LAYOUT. CODES ARE IN SUB-ROUTINE GET_CUSTOM_DATA. -----------------------------------------------------------------,,,R2R,Customer Invoicing & AR (MBIL),AR,Customer invoicing ,Billing
PROG,ZFSDR_CREATESALESORDER,Creation of Mass Sales order,: MASS SALES ORDER CREATION ----------------------------------------------------------------------,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Sales order upload
PROG,ZFPSD_TSAR_PROJECT_LOAD,DMS 194:TSAR Projects Load,& ZFPSD_TSAR_PROJECT_LOAD &,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,TSAR 
PROG,ZR2R_FTX_JCD_UPDATE,Propose Jurisdiction from Vertex RFC & Update on user action,& REPORT ZR2R_JCD_CHECK,,,R2R,Manage Taxes,TAX,Indirect Taxes - Sales & Use Tax ,Vertex
PROG,ZFPSI_755_SAPTOPOWERPLANT,Program ZFPSI_755_SAPTOPOWERPLANT,ZFPSI_755_SAPTOPOWERPLANT ----------------------------------------------------------------------,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Power Plan Integration
PROG,ZMSDF_AD23_OUTPUT_DMR,BPP: Output program for DMR attachment,PURPOSE: TO MODIFY THE STANDARD SAP INVOICE DETAIL FORM TO MEET NS-SPECIFIC REQUIREMENTS,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
PROG,ZFPSD_PWRPLNT_PROJECTS_LOAD,DMS 195: PowerPlant Projects Load,& ZFPSD_PWRPLNT_PROJECTS_LOAD & &---------------------------------------------------------------------,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Power Plan Integration
PROG,ZMSDF_AD23_OUTPUT_DMRN,Merging output for Prefered method of communication,& REPORT ZMSDF_AD23_OUTPUT_DMRN,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Billing
PROG,ZFAP_USER_STATUS_UPDATE,XiBuy : 16.3 User Exit - User Status Update Report,ZFAP_USER_STATUS_UPDATE,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,XiBuy
PROG,ZMIMI_CAR_REPAIR_BILLING2,Car Repair Billing - Material file from SAP,: THIS PROGRAM GENERATES THE OUTBOUND FILE WHICH IS SENT TO WABTEC TO PROVIDE MATERIAL AND LOCATION INFORMATION SO THAT CAR REPAIR BILLING SYSTEM (CRB) CAN DISPLAY MEANINGFUL NS INFORMATION FOR USERS TO ENTER CAR REPAIR RECORDS. ----------------------------------------------------------------------,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,CARS
PROG,ZFAP_PAY_RUN_W_DUE_DATE_REMIT,Payment List,& REPORT RFZALI30 &,,,R2R,Vendor Invoicing & AP,AP,Payable & Outgoing Payments,Supplier Invoicing and Payments
PROG,ZR2R_AR_INV_ATTACH_TBL_UPL,Update metadata table for IBMCC,& ZR2R_AR_INV_ATTACH_TBL_UPL &--------------------------------------------------------------------- & &---------------------------------------------------------------------,,,R2R,Customer Invoicing & AR (MBIL),AR,Customer invoicing ,Billing
PROG,ZFAP_W21099M_VENDORS,Report to identify Individuals who receive a W-2 & 1099-Misc,& :1099 W2 REPORT &--------------------------------------------------------------------- CHANGE HISTORY ----------------------------------------------------------------------,,,R2R,Vendor Invoicing & AP,AP,1099 Tax Withholding/Reporting,1099 Tax
PROG,ZFAPI_CUST_SALES_INVOICES_SD,Interface to send Invoices to Citi Bank Portal,& ZFAP_CUST_SALES_INVOICES & FIT TO HANA UPGRADE &--------------------------------------------------------------------- TITLE : INTERFACE TO SEND INVOICE TO CITI BANK PORTAL,,,R2R,Customer Invoicing & AR (MBIL),AR,Customer invoicing ,Sales Invoices
PROG,ZR2R_SALES_DOC_LPD_REP,Sales Document LPD Interface,: THIS PROGRAM CALLS IPOS WEBSERVICE AND GET THE SALES INVOICE CREATED IT THEN CREATES SALES ORDER IN SAP -----------------------------------------------------------------,,,R2R,Customer Invoicing & AR (MBIL),SD,Customer invoicing ,Integration  
PROG,ZFTXR_IRS_TAX,IRS Audit Report NEW,: THIS PROGRAM IS USED TO GENERATE AN ACCOUNTING DETAIL FILE FOR TAX S -----------------------------------------------------------------,,,R2R,General Accounting Consolidation & Reporting,TAX,External Audit Compliance ,Tax report
PROG,ZFPS_IF755_CTRLREP_REMEDIATION,IF755 Control Report Remediation,& ZFPS_IF755_CTRLREP_REMEDIATION & &--------------------------------------------------------------------- & & &--------------------------------------------------------------------- ---------------------------------------------------------------------- DESCRIPTION : HANATIZATION CHANGES(PUT ORDER BY PRIMARY KEY) TRANSPORT : ED3K915615 DATE : 30/03/2017 CHANGED BY : J00VZ ----------------------------------------------------------------------,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Power Plan Integration
PROG,ZFPS_AUTOGEN_SETTL_RULE,Automatic Generation of Settlement Rules,& : THIS ENHANCEMENT IS TO AUTOMATICALLY GENERATE SETTLEMENT RULES FOR PROJECTS ----------------------------------------------------------------------,,,R2R,Fixed Asset & Project Accounting,PS,Capital Project Accounting,Project Creation & Closure
PROG,ZF_CORR_ZLGCLR_BSEG,Correction Program for XLGCLR issue - Note: 1437341,& REPORT ZF_CORR_XLGCLR_BSEG &,,,R2R,General Accounting Consolidation & Reporting,FI,General Accounting,FI Data Load
PROG,ZFPSD_MBIL_PLAN_DATA,DMS 199: MBIL Plan Data,& ZFPSD_MBIL_PLAN_DATA &,,,R2R,Fixed Asset & Project Accounting,PS,Customer invoicing ,Billing Plan
PROG,ZFGL_PAYROLL_ACCRUAL_POSTING_2,Payroll accrual posting,: THIS PROGRAM IS TO READ CATS (CROSS APPLICATION TIME SHEET) DATA AND CREATE DATA FOR ACCRUAL POSTING -----------------------------------------------------------------,,,R2R,General Accounting Consolidation & Reporting,FI,General Accounting,FI upload
PROG,ZMIM_FUEL_REPROC_AND_EMAIL,Reprocess Fuel Chargeout request in Error and Email Errors,: THIS PROGRAM IS A CUSTOM PROGRAM WHICH WILL REPROCESS THE FAILED FUEL CHARGE OUT REQUEST MESAGES WHICH ARE IN ERROR DUE TO INSUFFICIENT QUANTITY FOR CHARGE OUT GOODS MVOEMENT. AFTER THAT SEND MAIL TO LMIS USER ID TO NOTIFY ABOUT THE FAILED MESSAGES WITH ERROR DETAILS. -----------------------------------------------------------------,,,R2R,Vendor Invoicing & AP,AP,Vendor Invoicing,Diesel Fuel Purchase
